"Day","Platform","Campaign Name","Creative","AssetType","Spend","Likes","Landing PageViews","VideoViews","VideoCompletions","Impressions","LinkClicks","Shares"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL","Video","0.0","0","0","0","0","3","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL:SVID","Video","1.48","3","0","1","1","63","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","New Focus, New Me","Static","0.79","3","0","0","0","36","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","RV","Static","0.3","1","0","1","1","20","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Rediscover","Video","2.81","9","0","11","11","150","0","2"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","SPF","Video","0.0","0","0","0","0","2","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","You time","Static","0.0","0","0","0","0","2","0","0"
"2021-10-07","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","None","Video","3.68","8","0","0","0","445","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Bad News","Video","173.5","9","50","1150","566","10096","54","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Best Gift","Video","1177.07","17","84","4325","675","55957","157","4"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Convincing A","Static","580.52","34","118","1213","324","56299","155","8"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Dreams","Video","4823.48","76","1134","53788","6915","280399","1694","38"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","In 90 Days","Video","500.21","23","33","2575","452","27034","73","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","No Strings","Video","1758.07","9","96","9965","1054","91064","221","7"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Slangry","Video","2080.06","51","151","11373","4270","90453","278","13"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Therapist","Static","282.3","0","24","0","0","14922","45","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National_MikMak","Retailer A","Video","3596.98","80","1389","20940","6394","215837","8783","5"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Dreams","Video","194.87","8","36","7621","1173","24893","416","14"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Neighbors","Static","261.12","2205","5","0","0","16085","21","4"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Slangry","Video","202.49","10","23","4628","2074","27588","235","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","THAT Couple","Static","337.7","2311","8","0","0","15723","27","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 1B - Back B","Video","751.35","0","85","7539","2321","375220","210","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 2B - Too Bad B","Video","161.12","0","29","1995","570","80619","60","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Lifestyle DJ","Static","2072.8","31","168","0","0","91992","286","3"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Lifestyle DJ B","Video","54.12","0","8","249","61","5630","13","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 10A - Float A","Video","1064.91","30","161","4103","2029","74891","2238","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 10B - Float B","Video","14.6","0","19","325","63","4129","33","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 9B - Lifestyle DJ B","Video","0.0","0","0","1","0","21","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","3 Bud Sizes","Static","318.4","4","18","0","0","148983","101","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Back to focus.","Static","17.25","0","0","0","0","8884","2","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Cancel the noise","Video","26.77","2","0","779","87","12731","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Different Ears","Video","386.16","9","44","7883","1710","177395","89","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fashion Designer","Static","31.63","0","4","292","93","14458","7","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fit for any ear","Video","90.54","2","5","1549","331","42219","13","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Focus","Video","17.83","0","3","247","116","8334","3","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Focus on your craft","Video","203.12","8","8","5910","2075","93154","48","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Groove","Video","23.46","1","1","594","47","11019","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Landscapers A","Video","54.18","1","2","1556","76","25575","14","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Landscapers B","Video","7.4","0","1","60","18","3426","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Laptop Mag","Video","66.99","1","4","1009","367","30685","9","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Rule the Streets","Video","244.19","0","0","2031","534","112125","46","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Sky's the limit","Static","141.36","0","15","0","0","63434","35","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Superpower","Video","22.26","2","0","474","84","10385","4","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Take on anything","Static","77.31","0","5","1231","206","35408","16","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Uninterrupted","Video","95.26","20","4","5103","326","42984","26","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Up to you","Video","223.91","3","2","3587","531","103069","47","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gets Ready","Video","2.12","0","0","23","3","887","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Tune Out Noise","Video","129.63","27","3","3507","109","51695","36","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Achieve Greatness","Video","246.87","2","19","4363","1818","101824","57","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Branded","Video","67.41","104","5","2008","69","28811","11","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Quiet Focus","Video","640.42","25","54","8461","1370","263083","119","3"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","Lamar Branded Content","Video","202.16","264","11","5974","490","84291","20","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Achieve Greatness","Video","262.9","1","27","5491","1726","105545","74","7"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Block Out","Video","29.68","3","2","802","26","12406","9","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Branded","Video","17.39","27","0","597","12","7497","1","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Branded","Video","16.32","9","0","306","11","7024","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Branded 2","Video","2.29","0","0","67","9","983","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Calm. Collected.","Video","1.45","0","0","15","3","578","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Calm. Collected.60","Video","18.55","0","0","616","8","8342","4","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 5B - Fierce B","Video","134.78","0","14","1320","718","64226","34","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 6A - X 4","Video","850.73","37","46","25442","9251","407979","145","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 6B - X 4 B","Video","614.45","0","57","6153","3632","293095","143","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Fit for any ear","Video","167.69","0","20","1677","597","80033","34","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Find your calm","Video","827.56","61","25","21521","2007","365723","109","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Live your art","Video","551.91","0","24","5057","1154","240175","112","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","PC MAG","Video","318.19","25","6","9402","767","140870","70","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Rule the Quiet x Woodworker","Video","1754.34","0","132","15580","4157","766608","398","3"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","WHAT HI•FI","Video","255.68","0","11","2499","555","111859","47","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","You can do it all","Video","710.17","26","19","21461","1609","310814","225","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Black & White","Video","1842.58","79","201","10917","3436","131271","406","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Blue v. Green A","Video","278.89","18","6","992","124","11801","20","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Blue v. Green B","Video","222.88","0","20","846","259","26326","33","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Device of Choice A","Video","252.35","14","15","754","250","8824","26","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Device of Choice B","Video","159.67","0","8","545","266","16670","21","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Fit for any task","Video","68.43","0","5","387","65","6667","10","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Focus on your art","Video","58.49","0","2","199","78","4590","5","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Fuel focus, quiet stress","Static","8426.45","362","1801","0","0","563418","2495","30"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Gardener","Static","947.69","32","74","0","0","57470","165","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","New beard, new soundtrack","Static","55.28","0","13","0","0","4040","18","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Peach and","Video","307.22","17","12","1483","862","21347","41","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Side Hustle","Static","153.47","3","5","0","0","11127","17","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Tune in anywhere","Static","490.02","7","16","0","0","34595","37","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Up to 6 hours","Video","1090.46","28","49","4707","790","61818","191","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","World Class Comeback","Video","595.09","18","23","3520","270","31278","144","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","X Cancelling","Video","2154.96","0","659","0","0","235192","914","5"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Outfit A","Static","32.67","1","5","0","0","1369","6","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Palette B","Video","8.06","0","3","23","8","893","5","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Perfect Neutral","Static","2050.46","75","470","0","0","76338","608","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Any Device A","Video","0.04","0","0","0","0","36","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Any Device C","Video","0.17","0","0","1","1","21","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Creativity without interruptions","Video","1568.84","20","827","10703","2909","141768","6330","2"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Experience the sound","Video","0.13","0","0","1","1","15","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Inside the tech","Video","2.06","2","0","36","14","513","9","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 13A - Outfit","Static","216.45","3","215","0","0","20946","562","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 14A - Perfect Neutral","Static","842.37","115","800","0","0","127000","2157","5"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 14B - Palette B","Video","11.74","0","11","147","62","2826","33","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Find your calm","Video","1625.54","96","106","80924","17756","247065","496","9"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Live your art","Video","2083.6","0","112","43151","21586","241059","538","8"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","PC MAG","Video","5121.69","275","201","233372","42225","841530","1353","9"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","Rule the Quiet x Woodworker","Video","2356.09","0","204","38458","24177","230836","489","1"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","WHAT HI•FI","Video","5742.54","0","253","116236","58870","654509","1486","6"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Rule The Quiet","You can do it all","Video","997.24","90","62","40310","8382","157854","425","7"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Chalk","Video","1.43","0","0","299","35","1350","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Creative Groove","Video","93.0","18","11","11235","1813","20312","83","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Don't Burn Out","Video","3.75","1","0","604","120","2205","3","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Flex","Static","0.0","0","0","0","0","4","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Laser focus","Static","0.0","0","0","0","0","1","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Motivational lyrics","Video","0.22","1","0","27","9","108","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","My World","Video","817.17","32","86","63968","12298","182713","465","4"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Quiet Campus","Video","8.47","0","2","895","345","2499","4","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Retro Game","Video","0.77","0","0","103","28","398","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Right Tools","Static","0.01","0","0","0","0","1","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Sounds","Video","1.83","3","0","237","48","623","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Tempt your ears.","Video","8.74","0","1","1014","360","2603","1","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Texting bf - Creator","Static","0.02","0","0","0","0","2","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Turn down the office","Video","7.09","0","0","833","288","2149","0","0"
"2021-10-08","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Unleash Creativity","Video","0.22","0","0","29","8","96","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Chores","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Early Bird","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Feel Refreshed","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Fomo","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Nocturnal?","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Priceless","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Productive Sleep","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Should be sleeping","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","Baby struggle","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","Better Sleep","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","No more naps","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","We have your back","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Better Sleep","Video","1668.29","5450","0","213108","13060","403351","2759","23"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Chores 2","Video","1628.01","223","0","269686","22235","370724","929","5"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Feel Refreshed 2","Video","1594.65","1797","0","243171","11472","369819","1783","14"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Mind Racing","Video","1666.67","1676","0","155809","17370","332462","1933","36"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Nocturnal? 2","Video","1638.3","939","0","200067","4351","350387","1095","19"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Pop Two","Video","0.0","0","0","0","0","0","0","0"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Pop Two 2","Video","3265.08","739","0","400572","14049","699160","2512","30"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Productive Sleep 2","Video","1670.0","1713","0","246918","2740","406143","1551","9"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Should be Sleeping 2","Video","1670.0","1043","0","149662","9948","328723","963","35"
"2021-10-08","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","We have your back","Video","1627.47","1275","0","207816","32050","373237","1362","90"
